ppo_1
-1206.2505310855777
-1039.9989898594877
-1017.769519117294
-1267.9839004857236
-1195.9687060133133
-1282.9603690381548
-991.1843974645348
-1185.7413830206049
-1614.9848299726557
-1029.6848034043335
-1391.0526821043743
-1207.6252866102795
-1124.4226296520178
-1030.045810969855
-1089.4145078515476
-1382.0951659533205
-1144.2721787904252
-1171.1816019805003
-870.221034763659
-979.8627541069679
-1121.721112811758
-958.2067501002308
-1105.38874027434
-1293.9074780595172
-1281.5370519547755
-1550.345666316379
-1171.7296477615116
-1287.0284737021725
-1168.9199469780228
-1045.5759574634149
-1218.6258595333302
-1202.3321511944603
-1426.6437146391256
-1017.3719910501853
-1281.7880123649393
-1168.3341689582264
-1265.3723262870487
-1208.9783477700335
-1352.761615269426
-1301.386869537141
-1290.0191878415371
-1241.2050961015402
-1294.5537075588413
-1334.2273814905714
-912.16220840866
-1244.5164545131815
-1217.4953264250478
-1252.6781948452604
-1182.3504177259222
-839.6855024926135
-1428.6840476969767
-994.0651962084175
-1101.4173933350548
-1314.7675402450516
-1032.7538456526454
-914.8847744068776
-1078.2712817031615
-1230.2830174130086
-1108.2251867192504
-1349.13093414871
-1299.9692231686458
-1278.6338545827978
-1207.64403726282
-1127.4704915034379
-978.380224077583
-1237.201795784974
-1030.8561907362857
-1032.9450249027338
-1170.286151142478
-1129.3097870045153
-1047.4184051670986
-882.2741815814542
-1227.8408257073063
-1025.0363990329206
-1320.530251978795
-870.2599497558547
-1329.373906596634
-1219.999571244801
-1044.0127550850339
-1390.0417801799279
-1128.1974367795212
-1186.6227738337052
-1086.2592284759578
-1424.2539909642069
-1057.7542613798325
-989.0301767668584
-1003.340790850171
-1006.8318418031773
-1207.6333623889639
-1175.1695073068493
-1419.6158378382324
-1135.9709109792645
-1149.9199332578487
-755.7309345377009
-963.027340317108
-1043.6103172389724
-765.8752986056846
-1101.6589004115206
-958.4842601416574
-971.9783817341888
-1075.8790271978658
-1203.5422440489594
-873.7286218267375
-1029.280922927345
-1001.0461187798071
-1408.923507630769
-1072.8861163255094
-1176.7711561908484
-1031.9094462263542
-1182.3431569633503
-1121.0668280011657
-1039.7846914278493
-1119.3326934517988
-1443.3084259691489
-987.9226440204518
-870.3700895021597
-972.9677020151962
-1387.1791078409449
-1220.442136616763
-1065.9167992923972
-1295.92848129814
-971.4260403427031
-1178.3319783126337
-1043.8987499537006
-1404.6996042497408
-1007.4447330373991
-903.6354596707273
-892.0496041915343
-1121.4831447277454
-1179.8153797128218
-1161.8575064537465
-1113.0726560016703
-987.1335362428164
-754.8105809887716
-1382.1169516700986
-1158.0281407957186
-1298.7256538480563
