ppg_2
-1609.794620292424
-1049.9041389624215
-991.1598268817394
-1567.0785759082373
-1442.8461342111539
-1430.662046212426
-1308.5769721185586
-1789.6318118119534
-1765.0543517900526
-1013.1382730710538
-1177.8994658924944
-1561.6185737755086
-855.7349005282272
-1380.1937902297832
-1086.7086222964792
-1132.3555055248432
-1120.1064489906616
-1574.16787581872
-1178.4799714080475
-1523.6486576071668
-1028.5219867539302
-911.4963189383101
-990.1841539296391
-1390.6584008401455
-1217.8367879284071
-1048.188849732907
-1131.052315121506
-1329.7164946427174
-1284.1506685733318
-1170.1362286537192
-1037.6828278954736
-879.6299743899194
-1020.8773464466063
-901.1809572063149
-984.0775374744588
-1009.887809309662
-1172.7993799993512
-1452.5615898491365
-1398.3188494766073
-1311.543815404273
-1199.149145532018
-1501.3024387921153
-1030.9239577885062
-903.1222411952747
-1167.0880152430057
-973.8893553130728
-1158.59727542093
-1172.9138078289268
-892.7603517902618
-875.6606963111102
-1105.1095651783098
-1082.4371438447076
-1236.283972600003
-1682.1837662444877
-1326.1782724577183
-1044.9847438034483
-1100.3422043606583
-1102.2736083905613
-941.1254736442233
-1580.0584116209645
-1020.7953847912676
-1325.7279806628178
-798.865482577386
-1744.941507822816
-1220.7625842079874
-1005.4789102003316
-878.6444796958544
-1073.7555640231876
-1044.7655107994103
-1474.5276216429634
-947.5109399209579
-918.8612006322071
-1599.4216625858644
-927.6986706512088
-1002.7663265678036
-1168.6162540705295
-915.2720931650882
-1000.0487551211968
-1502.4807909678223
-1075.97250493677
-1014.5322882481626
-1046.7615477318127
-1171.653342907776
-1122.0903788131627
-1386.8023172089531
-1496.027907954088
-903.5477951825756
-976.8785391544371
-1744.676122164088
-1305.854151726584
-1093.190355657443
-1568.7878859383172
-1006.6937760660811
-1001.7936775202269
-1022.5870128947914
-904.8004480059586
-1068.1836964795484
-998.5943001476528
-1181.9591797233154
-1193.2010137171121
-1527.5980674618672
-1553.8132223601522
-1165.612173986961
-1075.3096939886639
-994.1927484102965
-1114.9538810614042
-1570.254070768243
-1111.1757068590641
-945.3112686138608
-1083.3040343651917
-1014.1000979751508
-1091.0785984117267
-1022.5702143140061
-1180.616764053822
-1624.8792490774517
-999.5681987832844
-1164.5745463350659
-1095.4989613269695
-1099.9647676879545
-1768.0762168213755
-982.9784627918364
-1030.8809811240483
-1081.6380698290575
-1402.6229992431872
-1190.591802288539
-1243.828808450508
-1138.7804812096772
-1111.4697397963291
-1038.9573233183903
-1092.6719092668156
-905.6719680896928
-956.9710115659805
-1084.3277360947745
-1172.839675838579
-1176.1536408916534
-1350.237411909842
-1330.3553439084142
-907.2888177031609
-881.2825340866905
-1063.0037249633463
-1134.2391405121946
-1683.250820101473
-1032.7829419442105
-1041.7776776967978
-1201.2501833998779
-1181.6135445928571
-1677.8820959506697
-883.1051855197416
-1294.4843041634454
-1030.7068621411138
-1042.8193670213557
-1299.0222560567913
-1127.002552537305
-1099.3568950876247
-1083.3131802326411
-994.6128367949271
-1175.439026404475
-1030.1623874183692
-1236.9358353925709
-1055.6809553936928
-1143.8487741133754
-1073.599821127834
-1088.2559960305045
-1003.8597822489181
-968.3375180470111
-875.8759953919429
-1079.2379613509163
-1044.0549871482262
-892.56876423932
-906.9942655120094
-1693.362642957289
-1081.3809294019497
-1091.5466377321839
-1093.5299111292638
-1062.4778288695143
-1327.9798822113291
-1115.8847680528347
-1064.65895861289
-1339.6600179685277
-996.3624091419697
-942.8143416882137
-1156.5408211658607
-1380.6893265354452
-1145.1463370340985
-1151.677709741759
-1473.7868058440622
-1110.203620445372
-1003.8064542695106
-1169.713894932176
-1012.4912257081702
-1092.4582921412095
-1069.2095520839123
-988.5501272745653
-1548.5159519147016
-1633.4737581604695
-965.136121721993
-883.5686659167002
-899.7317312852882
-1484.615549952339
-1752.9534975026704
-841.7227680376076
-1431.883618974208
-1134.3615079372337
-1064.2749556969657
-1312.933061627076
-951.0916746941622
-982.8004330854667
-970.9589761381324
-1058.2504810451521
-1507.007380744573
-1084.3625417211033
-1702.748818350077
-1048.300878282731
-1317.3200846549657
-1446.1671574923935
-1638.4780048634107
-968.4962332615928
-1199.880549790128
-1161.5818582818456
-1710.9779811587046
-1132.0671664377303
-1337.3223811942896
-977.9929454056237
-1656.1418345407574
-1080.2734201653554
-1156.2039785815077
-1215.6047420264392
-1715.388444997896
-1460.5669104658975
-1167.576939500306
-1122.2148799750526
-1036.2380019015964
-1540.7785482835613
-806.2194982640991
-1044.5478062960142
-979.5447503814623
-1167.5181920518141
-1014.5013793088856
-980.8006647297673
-1235.172588353089
-1020.5435433594197
-910.1711092263747
-895.8413568014073
-1751.082128671398
-1020.503301215888
-858.9392582224701
-962.2308650838174
-1820.7551200284445
-1662.5485843886245
-764.3104560661302
-1118.036651714407
-977.1352504170405
-1180.0082421956179
-1159.9017317267283
-984.9299406820995
-1495.190975770344
-1457.3486721471236
-1247.1223488435287
-1491.8170274194185
-1174.366840071856
-1017.1275907592304
-1026.1390148508322
-895.5003641864524
-946.6740314157445
-1013.8410916502208
-1603.9911632289577
-870.4721927510262
-1543.8143503608103
-973.8513891609659
-1738.3396150821263
-1729.192047692686
-1337.7942364476414
-1080.9566653668155
-1514.9306457038972
-1206.3900306502017
-1159.9584914017846
-1195.6134293427208
-1107.0048265394098
-1201.3122274254463
-1093.6289676408464
-1260.9481286022788
-1048.9834327054539
-1725.1437457520954
