ppg_1
-978.2272523232905
-1611.251821386289
-988.2587471031235
-1187.090786730736
-1570.270852878291
-1103.4483863478988
-1202.0492268236349
-1485.5102255132344
-976.9038585411417
-1471.8431418483563
-998.4623376670309
-1183.1828831548019
-1132.237600642737
-1550.6658645004338
-1469.3733630402862
-1041.3472737294471
-1030.7989907985555
-1274.8121474995678
-1254.8373421562164
-997.9148047782625
-1367.7396869408067
-1162.9770810452476
-1311.8382388268355
-1284.4268951042368
-1313.8482669760715
-1280.8478127938595
-1217.334206631779
-1126.7964181209095
-1171.416848114683
-1149.2541757964996
-1514.0450052045196
-1185.3336564040976
-1476.9787769672891
-1176.3638119914933
-1185.377961192578
-1147.9340165312092
-971.8828681868664
-1096.3063475491958
-1009.7856561143506
-1211.24147236226
-1143.316702428093
-1226.9319686685674
-921.0114652291459
-896.6702956673298
-1293.4615993216912
-893.4375929815385
-991.1696087514473
-1499.6869772540554
-1666.282827377513
-1062.8484197268824
-1034.5425904679034
-1013.7574268122064
-1347.4004574999726
-1204.5512649466725
-996.8006796534131
-1080.6430142217503
-1415.7668346260875
-1512.9438148734573
-1017.7125526336238
-1040.044264407355
-1065.7359670684766
-1097.8210354049306
-1216.2539524775368
-1114.4493818418748
-1160.436603462623
-1251.273930856581
-1189.9266663725616
-1279.8096819387945
-1564.0460229945754
-1618.6611071967275
-1111.6524057233387
-1397.5102220003307
-1167.8816008888066
-1033.5573343906465
-1253.244226939907
-1340.322897459952
-1101.9303000002233
-1139.4517186888884
-1109.8048166927529
-1261.717858006668
-888.2029363744939
-1392.896715239856
-1078.201160478805
-1164.4824288279774
-935.742989084908
-1285.336900394839
-1199.5633649204897
-871.1769652604148
-992.7473221567456
-1118.8051397291044
-1486.4629518243214
-1653.096821576958
-889.1120548389515
-1435.7677009570393
-1030.306974788973
-1219.5085106155923
-1142.4798267047213
-967.7877681346221
-1191.1860541849055
-1263.465809590838
-1115.2443073679665
-1396.4072153337295
-1005.4983234618485
-1161.025720983596
-1146.0621590275005
-1044.618954713535
-1108.7770804637548
-1032.6818162629552
-1488.9573331401548
-1271.2656657808684
-1695.1164774670326
-1051.15306521434
-1171.1993998231287
-1077.9265693000527
-892.6556832124638
-990.0860050758654
-1343.7198119597904
-1039.4488009427403
-1158.4004713944582
-1150.3013675365262
-1149.1675306430873
-1219.2593169223928
-1150.709115171427
-1019.7376803157912
-1140.4086131161157
-1146.7985255618119
-1477.1634927504838
-1234.6520370197277
-1039.0046625530792
-1091.8765011436342
-1113.7350278116528
-1359.283793810989
-1046.146098727052
-1585.3539313490276
-1016.8317397980222
-990.0923042033403
-1710.4911557847172
-1017.6866286160827
-979.9174109334283
-1095.5104309908252
-1688.248402529881
-1130.053041928624
-1108.227061482868
-1128.1438287340036
-1417.1283313010042
-1228.6934768602396
